id,title,genre,year,director,rating
48617,Where one,Thriller,1988,Stephen Odom,4.6
48618,Than issue,Documentary,2001,Daniel Jones,5.3
48619,Which center explain play,Documentary,2014,Clayton Wise,1.5
48620,Protect when,Horror,2020,Samuel Bender,2.9
48621,Alone threat ok trial,Sci-Fi,2018,Andrew Johnston,6.8
48622,Father thousand,Romance,1981,Matthew Peters,5.4
48623,Reflect consumer part,Documentary,1970,Dwayne Smith,2.5
48624,Defense real,Comedy,2021,Rodney Rose,8.3
48625,Man,Drama,1969,Adriana Evans,2.1
48626,Detail speak,Romance,1984,John Phillips,9.5
48627,Recent different,Action,1985,Kevin Guerra,7.5
48628,Industry school,Documentary,1992,Tim Richardson,4.2
48629,Stop explain,Horror,1961,Linda Morse,4.1
48630,House draw,Sci-Fi,2006,Gregory Guzman,4.5
48631,Girl site activity real,Documentary,1952,Lisa Norris,1.1
48632,Although despite,Documentary,1958,Corey Rodriguez,5.3
48633,Truth own blood put,Comedy,1981,Lisa Bryant,8.9
48634,Fear none degree,Horror,1979,Tina Gray,2.8
48635,Own out,Romance,1964,Christine Benjamin,8.1
48636,Scene recent,Drama,1985,Anthony Kelley,2.9
48637,Yeah candidate,Horror,2021,Stephen Odom,7.6
48638,Attorney animal radio last,Documentary,2002,Rodney Rose,6.6
48639,Mention tonight,Documentary,1970,Renee Bullock MD,6.4
48640,Matter establish,Comedy,1953,Stacey Morrison,4.9
48641,Smile foreign affect owner,Documentary,2007,Tonya Howard,2.5
48642,Business perform total actually,Sci-Fi,1969,Christine Johnson,6.9
48643,Short,Comedy,1964,Joseph Sanders,1.7
48644,However sport other,Comedy,2007,Anthony Kelley,5.8
48645,Meeting imagine,Romance,2003,Tim Richardson,1.9
48646,Detail join,Action,2012,Kaylee Gallegos,5.4
48647,End board,Thriller,2008,Jasmine Howell DDS,8.8
48648,Manage challenge national,Comedy,1965,Daniel Jones,9.3
48649,Should since stage,Action,1995,Lisa Forbes,3.3
48650,Bill within,Comedy,2001,Danielle Dyer,1.9
48651,Street million boy,Drama,1974,Timothy Hill,3.7
48652,Quality candidate,Sci-Fi,2008,Monica Meza,2.8
48653,Keep different,Documentary,2021,Ashley Mcmahon,4.7
48654,Build less three,Documentary,2016,Mark Lynch,7.8
48655,Value lawyer successful,Action,1986,Andrew Johnston,4.3
48656,Something beyond identify,Documentary,1952,Daniel Sheppard,6.4
48657,Shoulder voice table question,Sci-Fi,1976,Brandon Russo,5.2
48658,Sort light dream impact,Romance,1984,Sandra Howe,3.1
48659,They before,Documentary,1996,Christine Johnson,3.4
48660,Management,Horror,2022,Jennifer Smith,2.8
48661,Pattern despite,Romance,2013,Philip Gomez,7.5
48662,Not,Thriller,2002,Michael Long PhD,5.1
48663,Dog kind,Documentary,1954,Brady Rose,2.1
48664,Level later and,Sci-Fi,1960,Tyler Rogers,6.6
48665,Never character myself,Romance,2009,Anthony Kelley,4.2
48666,Together future both,Thriller,1985,Katherine Berry,6.0
48667,Together apply him,Documentary,1992,Greg Nunez,3.4
48668,Accept onto professor,Thriller,1970,Lisa Forbes,5.3
48669,Decision,Drama,1956,Jody Hoffman,2.4
48670,Change arrive,Horror,1981,Christine Benjamin,2.7
48671,Suddenly wind,Sci-Fi,2003,Greg Nunez,2.3
48672,Hour have,Action,2016,Michael Long PhD,6.8
48673,Contain technology,Sci-Fi,1971,Tammy Mcgee,1.4
48674,Citizen blue describe,Romance,1986,Anthony Kelley,1.5
48675,Dream probably,Horror,1984,Anthony Moreno,7.1
48676,Ask main,Sci-Fi,1955,Christine Cunningham,6.5
48677,Another this author rich,Documentary,1954,Jennifer Smith,5.4
48678,Someone close us,Horror,1966,Michael Rivera,2.2
48679,Crime assume term,Drama,2019,Christine Pacheco,5.0
48680,Single offer trade,Horror,2018,Christine Pacheco,4.4
48681,Want according,Thriller,2002,Christine Benjamin,8.1
48682,Upon the,Comedy,2005,Kevin Guerra,5.8
48683,Special state individual success,Horror,1974,Eric Boyd,1.4
48684,Third herself white dog,Thriller,1968,Michael Holden PhD,1.6
48685,Another,Horror,1972,Tammy Mcgee,5.6
48686,Parent report,Romance,1997,Greg Nunez,5.6
48687,Alone guy,Drama,1991,Jody Hoffman,5.4
48688,Benefit woman successful,Comedy,2005,Jill Thornton,1.7
48689,Policy place,Romance,2021,Lisa Forbes,6.7
48690,There nation politics,Thriller,1984,Sabrina Stevens,8.0
48691,Million enough peace laugh,Comedy,1996,Eric Boyd,4.5
48692,Such while letter,Action,2022,Corey Rodriguez,6.7
48693,Technology behind,Drama,1981,Tyler Rogers,4.7
48694,General sport truth,Action,1980,Samuel Bender,4.2
48695,Billion,Drama,2022,Theresa Gonzalez,8.7
48696,We exist weight writer,Drama,1994,Christine Pacheco,1.4
48697,Investment hope,Thriller,1985,Erin Davis,3.8
48698,Author throughout,Romance,1973,Philip Williams,9.4
48699,Daughter you animal,Action,1981,Rodney Rose,3.0
48700,Everybody way,Documentary,1995,Alicia Long,7.7
48701,Maintain,Horror,1996,Alicia Long,3.2
48702,Worry artist,Romance,2015,Mercedes Myers,8.1
48703,Onto born,Horror,1981,Cindy Dean,4.0
48704,Morning in,Action,1989,Rodney Rose,7.1
48705,Quite community,Action,1999,Bethany Olson DVM,1.6
48706,His dog,Comedy,1983,Jill Thornton,2.7
48707,Past compare,Action,2005,Timothy Hill,4.8
48708,Series course choose sister,Sci-Fi,1970,Dominique Carr,7.6
48709,Participant technology,Drama,2010,Tina Smith,7.2
48710,Will woman,Horror,2012,Rodney Rose,2.5
48711,Style challenge,Sci-Fi,1959,Andrew Johnston,8.2
48712,Figure blue price,Drama,1977,Anthony Moreno,8.4
48713,Phone,Sci-Fi,1969,Monica Meza,1.8
48714,Type prove middle,Romance,2009,Tim Richardson,1.6
48715,Same technology,Drama,1988,Anna Ray,6.2
48716,At almost,Horror,1982,Lisa Bryant,5.9
48717,Hold whatever,Sci-Fi,2018,Dominique Carr,7.1
48718,All toward quality,Horror,1992,Anthony Kelley,4.2
48719,Arm already message,Romance,1994,Craig Thompson,2.0
48720,Choose building,Horror,2015,Samantha Lyons,9.4
48721,List theory child degree,Sci-Fi,1984,Tyler Rogers,3.1
48722,Break student practice,Action,1995,Jennifer Smith,8.5
48723,Discover budget high,Horror,2000,Tyler Rogers,2.3
48724,Although minute reason,Documentary,2022,Jason Stanton,2.9
48725,Yourself job,Documentary,1970,Tyler Rogers,3.0
48726,Data few,Documentary,2019,Angela Martin,7.6
48727,Group alone soon,Romance,1981,Ann Clark,7.2
48728,Staff wait also,Thriller,2004,Andrew Johnston,9.6
48729,Identify international lead,Drama,1961,Susan Cruz,4.1
48730,Put four record,Romance,2010,Jennifer Reed,10.0
48731,Answer care fear player,Action,1964,Scott Jones Jr.,7.1
48732,Dog morning,Sci-Fi,1986,Andrew Johnston,3.8
48733,Central character since,Thriller,2017,Michael Holden PhD,3.0
48734,Join third,Thriller,1989,Christine Pacheco,5.8
48735,True,Thriller,2019,Deborah Cisneros,4.5
48736,Off whole director,Thriller,2010,Kevin Guerra,9.7
48737,Big season shoulder,Horror,1969,Brandon Russo,4.6
48738,Throw,Documentary,1982,Katrina Wiley,2.3
48739,Scene skill,Thriller,2007,Theresa Gonzalez,5.2
48740,Assume each,Drama,2014,Jill Thornton,5.5
48741,Some claim,Romance,1975,Tammy Mcgee,8.4
48742,Around fine just animal,Comedy,2013,Christopher Davis,7.1
48743,Whom difficult,Drama,1973,Timothy Young,2.9
48744,Interest wonder,Comedy,2010,Katherine Berry,1.4
48745,Policy raise suggest,Comedy,2016,Christine Cunningham,4.0
48746,Performance also,Romance,1960,Jasmine Howell DDS,1.1
48747,Old star,Drama,1961,Tina Smith,3.7
48748,Meeting sometimes,Drama,2021,Jill Thornton,6.5
48749,Nation able,Thriller,1971,Brandon Russo,6.8
48750,Near tree stay,Horror,1963,Stephen Odom,9.3
48751,From account rule,Horror,1952,Rodney Rose,5.6
48752,Total data,Drama,2013,Philip Gomez,5.0
48753,Event look human,Comedy,1997,Antonio Price,1.5
48754,Court design for establish,Action,2014,Danielle Dyer,3.8
48755,Build across power,Documentary,1984,Jesse Morales,3.7
48756,Determine through treatment,Sci-Fi,2010,Katherine Berry,4.8
48757,Hear,Documentary,1969,Anna Ray,6.9
48758,Home air evening,Drama,2014,Tammy Mcgee,9.1
48759,Family population,Romance,2015,Kenneth Brown,5.4
48760,Soon others,Thriller,1978,Jody Hoffman,2.1
48761,Several rather several,Action,1972,Jasmine Howell DDS,2.9
48762,Against stay,Thriller,1972,Christine Pacheco,7.4
48763,Somebody power others,Action,1962,Corey Rodriguez,4.4
48764,Civil of,Horror,1993,Denise Smith,2.3
48765,Offer,Comedy,1980,Tim Richardson,4.5
48766,Article get six my,Action,1984,Linda Morse,5.0
48767,While,Romance,1991,Scott Jones Jr.,6.9
48768,Want start above will,Sci-Fi,1975,Jesse Morales,2.3
48769,Country energy five,Drama,1966,Jesse Morales,2.2
48770,Dream Mrs any,Sci-Fi,1953,Philip Gomez,8.2
48771,History although,Drama,1970,Michael Rivera,9.9
48772,With become different music,Documentary,1965,Jennifer Reed,1.2
48773,Wonder make,Romance,1968,Tim Richardson,6.3
48774,Bar research,Comedy,1978,Anthony Moreno,3.8
48775,Thousand management,Thriller,1989,Lisa Forbes,3.3
48776,Join loss feeling somebody,Horror,1962,Angela Martin,2.3
48777,Manager attorney whom,Documentary,1967,Evan Taylor,4.5
48778,Party risk,Drama,1962,Dominique Carr,3.4
48779,Less,Documentary,1986,Susan Cruz,2.0
48780,One call join,Horror,1989,Angela Martin,7.1
48781,Quality similar try,Documentary,1964,Kaylee Gallegos,2.6
48782,Interesting short,Drama,1976,Monica Meza,3.2
48783,Option laugh pressure,Romance,2014,Linda Morse,4.2
48784,Recognize involve,Drama,1996,Kevin Guerra,9.3
48785,Describe according successful,Sci-Fi,2008,Daniel Jones,4.5
48786,Above coach,Thriller,1994,Katrina Wiley,3.5
48787,Successful case me,Romance,1985,Rodney Rose,8.5
48788,General wife education yourself,Action,1956,Daniel Jones,6.9
48789,Drive try it,Horror,1989,Angela Martin,6.2
48790,Face address arm,Sci-Fi,1952,Chad Dyer,5.8
48791,Serious white skill,Documentary,1986,Danielle Dyer,9.1
48792,Again write plant,Thriller,2021,Andrew Johnston,8.9
48793,Offer just,Drama,1986,Daniel Sheppard,2.4
48794,Blood may,Romance,1965,Shawn Allen,6.3
48795,Data garden,Romance,2008,Michael Holden PhD,4.6
48796,Six organization,Thriller,2014,Alicia Long,4.1
48797,Officer also,Drama,1998,Denise Smith,3.2
48798,Itself arrive performance,Drama,1978,Matthew Peters,4.4
48799,Receive get,Romance,2017,Caitlin Hill,5.7
48800,Type attorney smile,Thriller,2013,Michael Long PhD,5.2
48801,Bring answer practice,Romance,1986,Ann Clark,7.8
48802,Suggest issue answer,Comedy,1982,Jeffrey Rivera,6.7
48803,Music food,Documentary,1986,Mark Lynch,9.4
48804,Prove fall,Drama,1956,Brady Rose,7.9
48805,Support,Romance,1968,Chad Dyer,5.4
48806,Up today pattern,Thriller,2021,Ernest Harvey,7.5
48807,Feel democratic,Documentary,1964,Christine Benjamin,4.6
48808,Whole,Horror,2012,Brandon Russo,8.7
48809,Push plant,Thriller,2016,Erin Davis,2.8
48810,Respond officer along,Horror,1982,Tara Ford,6.9
48811,Apply thank,Comedy,1993,Timothy Young,7.6
48812,Let thus check history,Documentary,1968,Catherine Johnson,8.5
48813,Law tough,Horror,1991,Corey Rodriguez,6.3
48814,Message police,Romance,2014,Ann Clark,2.3
48815,Situation learn until,Romance,2008,Jody Hoffman,7.0
48816,Interview technology,Comedy,2021,Deborah Cisneros,8.2
48817,Management like,Sci-Fi,2022,Susan Cruz,6.9
48818,Husband,Thriller,1975,Cindy Dean,2.1
48819,Month property,Thriller,2019,Danielle Dyer,2.3
48820,Foreign focus become,Horror,1951,Susan Cruz,6.5
48821,Right this,Drama,1968,Ernest Harvey,2.8
48822,Sign forward,Romance,1965,Christine Johnson,4.3
48823,They toward face,Horror,2004,Brady Rose,8.0
48824,Allow technology,Comedy,2023,Catherine Johnson,9.7
48825,Blood account,Comedy,2022,Erika Douglas,4.3
48826,Herself medical whatever,Romance,1971,Stephen Odom,6.9
48827,Tree ahead spring law,Thriller,2004,John Phillips,1.7
48828,Bit figure just,Documentary,2008,Gregory Saunders,5.8
48829,Key environmental,Sci-Fi,1983,Craig Thompson,3.1
48830,According religious,Comedy,1955,Michael Long PhD,8.7
48831,Unit rich finish,Sci-Fi,1969,John Copeland,6.5
48832,Drive their bag whether,Comedy,2009,Caitlin Hill,7.3
48833,One Mr,Thriller,2014,Lisa Forbes,5.3
48834,Adult although including,Comedy,2023,Jasmine Howell DDS,8.6
48835,Executive put well,Action,1960,Christopher Davis,6.8
48836,Card pretty,Romance,1953,Shawn Allen,7.3
48837,Arm glass energy,Sci-Fi,2020,Ernest Harvey,8.0
48838,Address against company,Action,1970,Corey Rodriguez,7.7
48839,Defense government,Sci-Fi,2017,Jeffrey Rivera,5.5
48840,Debate board,Drama,1957,Jody Hoffman,7.9
48841,Woman inside spring,Documentary,1961,Kaylee Gallegos,2.9
48842,Opportunity could raise,Thriller,2009,Andrew Johnston,10.0
48843,Car sea,Comedy,1961,Michael Rivera,9.5
48844,Candidate despite,Horror,2002,Matthew Peters,3.6
48845,Including shoulder five,Drama,2023,Katherine Berry,9.5
48846,Industry moment film,Sci-Fi,2021,Christine Benjamin,2.0
48847,With minute rock,Thriller,1990,Alicia Long,3.5
48848,Floor Republican stand,Sci-Fi,1979,William Rubio,4.1
48849,Tonight help,Action,1983,Dwayne Smith,9.3
48850,Federal others,Sci-Fi,1999,Evan Taylor,1.4
48851,Indeed,Documentary,1972,Ann Clark,8.4
48852,Role sense,Documentary,2005,Cindy Dean,4.5
48853,Ability structure herself,Sci-Fi,1974,Rodney Rose,4.9
48854,Hair staff she,Thriller,1955,Daniel Jones,5.0
48855,City in,Comedy,1993,Daniel Sheppard,9.7
48856,Station point,Action,1997,Anthony Davis,7.8
48857,Or cold idea,Romance,2001,Anthony Davis,5.9
48858,Difference whatever,Action,1975,Tyler Rogers,9.6
48859,Fly study protect,Sci-Fi,1975,Jennifer Reed,2.6
48860,Want within,Sci-Fi,2000,Danielle Dyer,2.4
48861,American center somebody,Thriller,2005,Adriana Evans,4.4
48862,Begin red various,Action,2020,Erika Douglas,6.2
48863,Usually science catch,Thriller,2005,Christine Johnson,9.4
48864,Subject environment attack,Comedy,1985,Cindy Dean,4.5
48865,President sound that,Romance,1954,Erika Douglas,8.9
48866,Same everybody,Documentary,1978,Anthony Davis,5.8
48867,Late become form goal,Thriller,2010,Mercedes Myers,1.2
48868,Involve tough,Thriller,1987,Philip Williams,5.0
48869,But,Horror,1957,Corey Rodriguez,1.8
48870,Ability south,Thriller,1957,Michael Long PhD,9.6
48871,Song somebody,Drama,2024,Wesley Mcconnell,8.4
48872,Perhaps once,Documentary,1973,Clayton Wise,3.8
48873,Time such here,Horror,1983,Rodney Rose,2.6
48874,Back majority laugh,Horror,1966,Craig Thompson,4.9
48875,Nature however where more,Action,1980,Timothy Hill,7.2
48876,If billion,Drama,1978,Tina Smith,3.9
48877,Poor cell oil,Comedy,1966,Christine Benjamin,5.3
48878,Surface keep arm,Action,1989,Antonio Price,5.7
48879,Father prove,Action,2008,Chad Dyer,8.7
48880,Security officer bring case,Documentary,1970,Kevin Guerra,3.4
48881,Anything continue buy,Romance,1954,Samuel Bender,7.6
48882,Bag prevent,Romance,1982,Jennifer Smith,9.9
48883,Could,Comedy,1992,Evan Taylor,2.3
48884,Not everyone per never,Action,2010,Kenneth Brown,6.0
48885,Health fear region,Comedy,1993,Christine Johnson,8.3
48886,Structure church,Comedy,2017,Timothy Hill,3.4
48887,Respond drug,Sci-Fi,1950,Philip Williams,3.0
48888,Enter performance success figure,Drama,1976,Philip Williams,6.6
48889,Happen firm,Romance,2013,Gregory Guzman,2.3
48890,Above shoulder,Comedy,1970,Sabrina Stevens,6.5
48891,Sense can walk,Documentary,1978,Michael Rivera,2.1
48892,Upon first hard,Thriller,1983,Michael Rivera,9.8
48893,Young other,Action,1953,Stephen Odom,8.7
48894,Water member,Sci-Fi,1956,Matthew Peters,9.5
48895,Recently show city,Comedy,1983,Joseph Sanders,4.6
48896,Him however,Thriller,1978,Tara Ford,9.2
48897,Trial,Comedy,2003,Kaylee Gallegos,5.7
48898,Reality professor center,Sci-Fi,1967,Matthew Peters,5.2
48899,Save this member,Sci-Fi,1964,Jody Hoffman,9.6
48900,Sound difficult,Sci-Fi,1987,Dominique Carr,7.6
48901,Computer,Documentary,1975,Christopher Davis,3.5
48902,Detail whatever,Documentary,2004,Catherine Johnson,4.1
48903,Visit owner yet,Documentary,2001,Jeffrey Rivera,4.5
48904,Parent,Sci-Fi,1981,Kaylee Gallegos,3.2
48905,Mr family music,Drama,1972,Clayton Wise,5.5
48906,Police best threat,Action,1983,William Rubio,9.1
48907,Special finally,Documentary,1952,Daniel Jones,3.5
48908,Fund agency,Documentary,1985,Gregory Guzman,6.0
48909,Movie attention result,Horror,1994,Gregory Guzman,6.2
48910,Professor result,Horror,2009,Erin Davis,6.3
48911,Eat wind body,Sci-Fi,2011,Catherine Johnson,5.0
48912,Relate determine say,Romance,1996,Tammy Mcgee,6.1
48913,Find air century,Comedy,2000,Christine Johnson,1.4
48914,Later quite,Drama,1973,Christine Benjamin,9.0
48915,Wife energy child,Comedy,2006,Anna Ray,6.3
48916,Mean citizen,Horror,2017,Tara Ford,1.7
48917,Attention leader media,Documentary,2006,Jasmine Howell DDS,8.8
48918,Himself subject management,Comedy,2022,Greg Nunez,5.5
48919,Level level low,Romance,1955,Jennifer Smith,1.8
48920,Not public its,Documentary,1958,Mercedes Myers,2.0
48921,Bit hand,Action,2013,Shawn Allen,1.1
48922,Not outside middle,Action,2012,Susan Cruz,3.2
48923,Soldier air west,Drama,1952,Jesse Morales,6.5
48924,Create tend,Thriller,1973,Corey Rodriguez,9.9
48925,Hear film,Comedy,1959,Adriana Evans,2.9
48926,Bag,Sci-Fi,1990,Rodney Rose,2.4
48927,Form the,Romance,1965,Jody Hoffman,2.7
48928,Each,Horror,1950,Ashley Mcmahon,1.1
48929,Challenge customer suddenly,Action,1964,Mercedes Myers,1.0
48930,Response nature,Sci-Fi,2014,Angela Martin,9.2
48931,Reason,Romance,1992,Catherine Johnson,6.8
48932,Sure indicate,Sci-Fi,1993,Jennifer Reed,8.3
48933,Pull provide attention,Horror,2023,Christopher Davis,8.6
48934,Five public,Sci-Fi,2018,Tammy Mcgee,6.7
48935,About meeting,Drama,1961,Eric Boyd,1.2
48936,Long treatment,Sci-Fi,2009,Daniel Jones,1.5
48937,Structure staff,Action,2020,Erin Davis,3.4
48938,Culture deal national,Drama,1993,Rodney Rose,8.9
48939,Suffer position including,Action,2000,Daniel Sheppard,7.6
48940,Do,Documentary,2019,Michael Holden PhD,7.6
48941,Speech tend box,Comedy,1999,Tina Smith,3.7
48942,Road buy,Comedy,2007,Gregory Saunders,6.6
48943,Section leader court present,Thriller,1978,Joseph Sanders,2.4
48944,Wish song,Action,2015,Brian Kelley,7.1
48945,Hot school,Action,2021,Timothy Hill,5.8
48946,Become catch,Documentary,1970,Daniel Sheppard,8.8
48947,Effort reason,Romance,1998,Craig Thompson,4.4
48948,Marriage religious,Documentary,2017,Michael Holden PhD,4.7
48949,Task discuss,Sci-Fi,2023,Tyler Rogers,7.7
48950,Father member part,Drama,1997,Michael Rivera,2.8
48951,Article no,Romance,1962,Jennifer Reed,1.7
48952,Born light law,Sci-Fi,2014,Bethany Olson DVM,3.0
48953,Total design goal,Horror,2001,Catherine Johnson,6.6
48954,Similar girl,Thriller,1983,Jennifer Smith,5.0
48955,Congress pass ago,Horror,1996,Rodney Rose,5.3
48956,Involve computer,Action,2016,Christine Benjamin,6.6
48957,Nice price both true,Documentary,1961,Michael Holden PhD,3.6
48958,Road,Action,1970,Tina Smith,3.4
48959,Modern,Comedy,2017,Tara Ford,5.6
48960,Least,Action,1998,Christine Johnson,1.3
48961,Smile us so,Comedy,1999,Stacey Morrison,8.9
48962,Bank audience memory,Thriller,2011,Andrew Johnston,9.2
48963,Deep something upon suddenly,Comedy,1980,Deborah Cisneros,2.3
48964,Dream area executive,Documentary,1968,Erika Douglas,5.8
48965,Black a course,Thriller,2017,Timothy Young,1.8
48966,Task career,Sci-Fi,2022,Katrina Wiley,3.9
48967,Mind prepare,Sci-Fi,2017,Deborah Cisneros,8.1
48968,Charge international live,Thriller,1982,Chad Dyer,5.3
48969,Both though fear,Drama,2012,Cindy Dean,4.9
48970,Career other response,Romance,1994,Kaylee Gallegos,1.1
48971,Simple region,Comedy,1951,Anthony Moreno,10.0
48972,Remain race,Action,1965,Daniel Jones,6.2
48973,Expert he campaign,Romance,1955,Linda Morse,4.3
48974,Those middle,Documentary,1961,Jason Stanton,8.2
48975,Let entire usually bar,Comedy,2012,Ashley Mcmahon,8.4
48976,Fund power available,Romance,2017,Anthony Davis,5.9
48977,Oil ground away,Action,1964,Evan Taylor,7.1
48978,Only edge glass,Drama,1977,Greg Nunez,1.6
48979,Over huge pattern,Drama,1976,Denise Smith,5.1
48980,Board any,Romance,1981,Timothy Young,8.1
48981,Trip,Action,1975,Sabrina Stevens,5.4
